,id,school_name,sex,age,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,reason,guardian,travel_time,study_time,class_failures,extra_edu_support,family_edu_support,paid_tutors,extra_curic,nursery_school,higher_edu_interest,internet_access,romantic_rel_interest,qual_family_rel,free_time,go_out,work_alc_consum,weekend_alc_consum,health_status,num_absences,term_1_grade,term_2_grade,final_grade
249,249,Gabriel Pereira,Male,16,Urban,>3,Together,No education,5-9th grade,other,other,other,mother,<=15 min,<2 hours,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15
250,250,Gabriel Pereira,Male,18,Urban,>3,Together,Secondary education,5-9th grade,services,other,course,mother,15 to 30 min,<2 hours,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8
251,251,Gabriel Pereira,Male,16,Urban,>3,Together,Secondary education,Secondary education,at_home,other,reputation,other,30 min. to 1 hour,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10
252,252,Gabriel Pereira,Male,18,Urban,>3,Together,5-9th grade,Primary (4th grade),services,services,other,mother,<=15 min,<2 hours,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8
253,253,Gabriel Pereira,Male,16,Rural,>3,Together,5-9th grade,Primary (4th grade),other,other,course,mother,15 to 30 min,<2 hours,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8
254,254,Gabriel Pereira,Male,17,Rural,>3,Together,5-9th grade,Primary (4th grade),other,other,course,mother,<=15 min,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12
255,255,Gabriel Pereira,Male,17,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),health,other,course,mother,15 to 30 min,<2 hours,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8
256,256,Gabriel Pereira,Female,17,Urban,<=3,Together,Higher education,5-9th grade,teacher,services,reputation,mother,<=15 min,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13
257,257,Gabriel Pereira,Male,19,Urban,<=3,Apart,Higher education,Secondary education,services,at_home,reputation,mother,<=15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11
258,258,Gabriel Pereira,Male,18,Urban,>3,Together,5-9th grade,Primary (4th grade),other,other,home,mother,<=15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14
259,259,Gabriel Pereira,Female,17,Urban,<=3,Together,5-9th grade,5-9th grade,services,services,course,father,<=15 min,>10 hours,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0
260,260,Gabriel Pereira,Female,18,Urban,>3,Together,Higher education,Secondary education,services,other,home,father,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18
261,261,Gabriel Pereira,Male,18,Urban,>3,Together,Higher education,Secondary education,teacher,other,course,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8
262,262,Gabriel Pereira,Male,18,Rural,>3,Together,Secondary education,5-9th grade,other,other,course,mother,<=15 min,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12
263,263,Gabriel Pereira,Female,17,Urban,>3,Together,Secondary education,Secondary education,other,other,home,mother,<=15 min,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9
264,264,Gabriel Pereira,Female,18,Urban,>3,Together,5-9th grade,5-9th grade,at_home,services,home,mother,<=15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0
265,265,Gabriel Pereira,Male,18,Rural,<=3,Apart,Secondary education,Higher education,other,other,reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17
266,266,Gabriel Pereira,Male,17,Urban,>3,Together,Secondary education,Primary (4th grade),services,other,other,mother,<=15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10
267,267,Gabriel Pereira,Female,18,Rural,>3,Together,Higher education,Higher education,teacher,other,reputation,mother,15 to 30 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11
268,268,Gabriel Pereira,Male,18,Urban,>3,Together,Higher education,5-9th grade,health,other,reputation,father,<=15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10
269,269,Gabriel Pereira,Female,18,Rural,>3,Together,5-9th grade,Primary (4th grade),other,other,reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0
270,270,Gabriel Pereira,Female,19,Urban,>3,Together,Secondary education,Secondary education,other,services,home,other,<=15 min,2 to 5 hours,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9
271,271,Gabriel Pereira,Female,18,Urban,>3,Together,5-9th grade,Secondary education,other,services,reputation,father,<=15 min,>10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14
272,272,Gabriel Pereira,Female,18,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),other,other,home,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11
273,273,Gabriel Pereira,Male,17,Rural,>3,Together,Primary (4th grade),5-9th grade,at_home,at_home,home,mother,<=15 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14
274,274,Gabriel Pereira,Female,17,Urban,>3,Together,5-9th grade,Higher education,at_home,health,reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10
275,275,Gabriel Pereira,Female,17,Urban,<=3,Together,5-9th grade,5-9th grade,services,other,course,mother,15 to 30 min,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
276,276,Gabriel Pereira,Female,18,Rural,>3,Apart,Secondary education,5-9th grade,other,services,home,mother,15 to 30 min,2 to 5 hours,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9
277,277,Gabriel Pereira,Male,18,Urban,>3,Together,Higher education,Higher education,teacher,services,home,mother,15 to 30 min,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9
278,278,Gabriel Pereira,Female,18,Urban,>3,Together,Higher education,Higher education,health,health,reputation,father,<=15 min,2 to 5 hours,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8
279,279,Gabriel Pereira,Male,18,Urban,<=3,Together,Higher education,Secondary education,teacher,services,course,mother,15 to 30 min,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10
280,280,Gabriel Pereira,Male,17,Urban,<=3,Apart,Higher education,Primary (4th grade),services,other,home,mother,15 to 30 min,<2 hours,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8
281,281,Gabriel Pereira,Male,17,Urban,<=3,Apart,Secondary education,5-9th grade,teacher,services,home,mother,<=15 min,<2 hours,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10
282,282,Gabriel Pereira,Female,18,Rural,<=3,Together,Primary (4th grade),Primary (4th grade),at_home,other,reputation,mother,15 to 30 min,>10 hours,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12
283,283,Gabriel Pereira,Female,18,Urban,>3,Together,Primary (4th grade),Primary (4th grade),other,other,home,mother,15 to 30 min,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10
284,284,Gabriel Pereira,Female,17,Urban,>3,Together,5-9th grade,5-9th grade,other,other,course,mother,<=15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11
285,285,Gabriel Pereira,Male,17,Urban,>3,Together,Primary (4th grade),Primary (4th grade),other,other,reputation,father,<=15 min,2 to 5 hours,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11
286,286,Gabriel Pereira,Female,18,Urban,>3,Together,5-9th grade,5-9th grade,at_home,at_home,other,mother,<=15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19
287,287,Gabriel Pereira,Female,17,Urban,>3,Together,Primary (4th grade),Primary (4th grade),services,teacher,reputation,mother,<=15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12
288,288,Gabriel Pereira,Male,18,Urban,>3,Together,5-9th grade,Primary (4th grade),services,services,reputation,mother,<=15 min,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14
289,289,Gabriel Pereira,Male,18,Urban,<=3,Apart,Higher education,Higher education,teacher,teacher,reputation,mother,<=15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15
290,290,Gabriel Pereira,Male,18,Urban,>3,Together,Higher education,5-9th grade,teacher,other,home,mother,<=15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11
291,291,Gabriel Pereira,Female,17,Urban,>3,Together,Higher education,Secondary education,health,services,reputation,mother,<=15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15
292,292,Gabriel Pereira,Female,18,Urban,<=3,Together,5-9th grade,Primary (4th grade),services,at_home,reputation,mother,<=15 min,2 to 5 hours,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13
293,293,Gabriel Pereira,Female,17,Rural,<=3,Together,Secondary education,Primary (4th grade),services,other,reputation,mother,15 to 30 min,>10 hours,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18
294,294,Gabriel Pereira,Male,18,Rural,<=3,Together,Secondary education,5-9th grade,services,other,reputation,mother,15 to 30 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14
295,295,Gabriel Pereira,Male,17,Urban,>3,Together,Secondary education,Secondary education,health,other,home,mother,<=15 min,<2 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11
296,296,Gabriel Pereira,Female,19,Urban,>3,Together,Higher education,Higher education,health,other,reputation,other,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0
297,297,Gabriel Pereira,Female,18,Urban,<=3,Together,Higher education,Secondary education,other,other,home,other,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8
298,298,Gabriel Pereira,Female,18,Urban,>3,Together,Higher education,Secondary education,other,other,reputation,father,<=15 min,>10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14
299,299,Gabriel Pereira,Male,18,Urban,<=3,Together,Higher education,Higher education,teacher,teacher,home,mother,<=15 min,<2 hours,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16
300,300,Gabriel Pereira,Female,18,Urban,<=3,Apart,Higher education,Higher education,health,other,home,mother,<=15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11
301,301,Gabriel Pereira,Male,17,Urban,<=3,Together,Higher education,Higher education,other,teacher,home,father,15 to 30 min,<2 hours,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10
302,302,Gabriel Pereira,Female,17,Urban,>3,Together,Higher education,5-9th grade,other,other,reputation,mother,15 to 30 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14
303,303,Gabriel Pereira,Female,17,Urban,>3,Together,Secondary education,5-9th grade,health,health,reputation,father,<=15 min,>10 hours,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18
304,304,Gabriel Pereira,Male,19,Urban,>3,Together,Secondary education,Secondary education,other,other,home,other,<=15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13
305,305,Gabriel Pereira,Female,18,Urban,>3,Together,5-9th grade,Higher education,services,at_home,reputation,other,<=15 min,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12
306,306,Gabriel Pereira,Male,20,Urban,>3,Apart,Secondary education,5-9th grade,services,other,course,other,<=15 min,<2 hours,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18
307,307,Gabriel Pereira,Male,19,Urban,>3,Together,Higher education,Higher education,teacher,services,reputation,other,15 to 30 min,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8
308,308,Gabriel Pereira,Male,19,Rural,>3,Together,Secondary education,Secondary education,other,services,reputation,father,<=15 min,2 to 5 hours,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12
309,309,Gabriel Pereira,Female,19,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),at_home,other,reputation,other,<=15 min,2 to 5 hours,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10
310,310,Gabriel Pereira,Female,19,Urban,<=3,Together,Primary (4th grade),5-9th grade,services,services,home,other,<=15 min,2 to 5 hours,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0
311,311,Gabriel Pereira,Female,19,Urban,>3,Together,5-9th grade,Primary (4th grade),at_home,other,other,other,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13
312,312,Gabriel Pereira,Male,19,Urban,>3,Together,Primary (4th grade),5-9th grade,other,services,course,other,<=15 min,2 to 5 hours,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11
313,313,Gabriel Pereira,Female,19,Urban,<=3,Together,Secondary education,5-9th grade,services,other,reputation,other,15 to 30 min,2 to 5 hours,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11
314,314,Gabriel Pereira,Female,19,Urban,>3,Together,Primary (4th grade),Primary (4th grade),at_home,health,home,other,<=15 min,5 to 10 hours,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13
315,315,Gabriel Pereira,Female,19,Rural,>3,Together,5-9th grade,Secondary education,other,other,reputation,other,<=15 min,5 to 10 hours,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11
316,316,Gabriel Pereira,Female,18,Urban,>3,Together,5-9th grade,Primary (4th grade),services,other,course,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0
317,317,Gabriel Pereira,Female,18,Urban,>3,Together,Higher education,Secondary education,other,other,course,mother,<=15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9
318,318,Gabriel Pereira,Female,17,Rural,>3,Together,Secondary education,Higher education,at_home,services,course,father,<=15 min,5 to 10 hours,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10
319,319,Gabriel Pereira,Female,18,Urban,>3,Together,Higher education,Higher education,teacher,other,course,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11
320,320,Gabriel Pereira,Female,17,Urban,>3,Apart,Higher education,Secondary education,services,services,course,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13
321,321,Gabriel Pereira,Female,17,Urban,>3,Together,5-9th grade,5-9th grade,other,other,course,mother,<=15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9
322,322,Gabriel Pereira,Female,17,Rural,<=3,Together,5-9th grade,5-9th grade,services,services,course,mother,<=15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11
323,323,Gabriel Pereira,Female,17,Urban,>3,Together,Secondary education,Primary (4th grade),services,services,course,father,<=15 min,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15
324,324,Gabriel Pereira,Female,17,Urban,<=3,Together,No education,5-9th grade,at_home,at_home,home,father,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15
325,325,Gabriel Pereira,Male,18,Urban,>3,Together,Higher education,Higher education,other,other,course,mother,<=15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11
326,326,Gabriel Pereira,Male,17,Urban,>3,Together,Secondary education,Secondary education,other,services,reputation,mother,<=15 min,<2 hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16
327,327,Gabriel Pereira,Male,17,Rural,>3,Together,5-9th grade,5-9th grade,services,other,course,mother,>1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10
328,328,Gabriel Pereira,Female,17,Urban,>3,Together,Higher education,Higher education,teacher,services,course,mother,<=15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9
329,329,Gabriel Pereira,Female,17,Urban,>3,Together,Higher education,Higher education,teacher,teacher,course,mother,15 to 30 min,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14
330,330,Gabriel Pereira,Male,18,Urban,<=3,Together,5-9th grade,5-9th grade,other,other,course,mother,<=15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8
331,331,Gabriel Pereira,Female,17,Rural,>3,Together,5-9th grade,Higher education,at_home,other,course,father,<=15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14
332,332,Gabriel Pereira,Female,18,Urban,>3,Together,Secondary education,Secondary education,services,services,home,mother,<=15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0
333,333,Gabriel Pereira,Female,18,Urban,<=3,Together,5-9th grade,5-9th grade,other,other,home,other,<=15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0
334,334,Gabriel Pereira,Female,18,Rural,>3,Together,5-9th grade,5-9th grade,at_home,other,course,mother,15 to 30 min,>10 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0
335,335,Gabriel Pereira,Female,17,Urban,>3,Together,Secondary education,Higher education,services,other,course,mother,<=15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15
336,336,Gabriel Pereira,Female,19,Rural,>3,Apart,Secondary education,Primary (4th grade),services,at_home,home,other,<=15 min,5 to 10 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13
337,337,Gabriel Pereira,Female,17,Urban,>3,Together,Secondary education,5-9th grade,other,other,home,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0
338,338,Gabriel Pereira,Female,18,Urban,<=3,Together,Secondary education,Secondary education,services,services,home,mother,<=15 min,>10 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17
339,339,Gabriel Pereira,Female,17,Rural,>3,Apart,Secondary education,5-9th grade,other,other,home,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10
340,340,Gabriel Pereira,Female,19,Urban,>3,Together,5-9th grade,Primary (4th grade),services,services,home,other,<=15 min,5 to 10 hours,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11
341,341,Gabriel Pereira,Male,18,Urban,>3,Together,Higher education,Higher education,teacher,services,home,father,<=15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0
342,342,Gabriel Pereira,Male,18,Urban,<=3,Together,Secondary education,Higher education,services,other,home,mother,<=15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15
343,343,Gabriel Pereira,Female,17,Urban,>3,Apart,5-9th grade,5-9th grade,at_home,at_home,home,father,<=15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0
344,344,Gabriel Pereira,Female,18,Urban,>3,Together,5-9th grade,Secondary education,at_home,other,course,mother,<=15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10
345,345,Gabriel Pereira,Female,18,Urban,>3,Together,Secondary education,5-9th grade,other,services,other,mother,<=15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14
346,346,Gabriel Pereira,Male,18,Rural,>3,Together,Higher education,Secondary education,teacher,services,course,mother,<=15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16
347,347,Gabriel Pereira,Male,18,Urban,>3,Together,Higher education,Secondary education,teacher,other,course,mother,<=15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9
348,348,Gabriel Pereira,Female,17,Urban,>3,Together,Higher education,Secondary education,health,other,reputation,mother,<=15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15
349,349,Mousinho da Silveira,Male,18,Rural,>3,Together,Secondary education,5-9th grade,other,other,course,mother,15 to 30 min,<2 hours,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13
350,350,Mousinho da Silveira,Male,19,Rural,>3,Together,Primary (4th grade),Primary (4th grade),other,services,home,other,30 min. to 1 hour,2 to 5 hours,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8
351,351,Mousinho da Silveira,Male,17,Urban,>3,Together,Secondary education,Secondary education,health,other,course,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13
352,352,Mousinho da Silveira,Male,18,Urban,<=3,Together,Primary (4th grade),Secondary education,at_home,services,course,mother,<=15 min,<2 hours,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8
353,353,Mousinho da Silveira,Male,19,Rural,>3,Together,Primary (4th grade),Primary (4th grade),other,other,home,other,30 min. to 1 hour,<2 hours,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8
354,354,Mousinho da Silveira,Male,17,Rural,>3,Together,Higher education,Secondary education,services,other,home,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11
355,355,Mousinho da Silveira,Female,18,Urban,>3,Together,Secondary education,Secondary education,services,services,course,father,<=15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9
356,356,Mousinho da Silveira,Female,17,Rural,>3,Together,Higher education,Higher education,teacher,services,other,father,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13
357,357,Mousinho da Silveira,Female,17,Urban,<=3,Apart,Secondary education,5-9th grade,services,other,reputation,mother,15 to 30 min,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11
358,358,Mousinho da Silveira,Male,18,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),other,services,home,father,15 to 30 min,<2 hours,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10
359,359,Mousinho da Silveira,Female,18,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),at_home,services,course,father,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16
360,360,Mousinho da Silveira,Female,18,Rural,<=3,Apart,Primary (4th grade),Higher education,at_home,other,course,mother,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13
361,361,Mousinho da Silveira,Male,18,Rural,<=3,Together,Primary (4th grade),Primary (4th grade),at_home,other,other,mother,15 to 30 min,2 to 5 hours,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12
362,362,Mousinho da Silveira,Female,18,Urban,>3,Together,Secondary education,Secondary education,services,services,other,mother,15 to 30 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10
363,363,Mousinho da Silveira,Female,17,Urban,<=3,Together,Higher education,Higher education,at_home,at_home,course,mother,<=15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15
364,364,Mousinho da Silveira,Female,17,Rural,>3,Together,Primary (4th grade),5-9th grade,other,services,course,father,15 to 30 min,2 to 5 hours,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12
365,365,Mousinho da Silveira,Male,18,Rural,>3,Together,Primary (4th grade),Secondary education,at_home,other,course,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10
366,366,Mousinho da Silveira,Male,18,Urban,<=3,Together,Higher education,Higher education,teacher,services,other,mother,15 to 30 min,5 to 10 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13
367,367,Mousinho da Silveira,Female,17,Rural,>3,Together,Primary (4th grade),Primary (4th grade),other,services,reputation,mother,30 min. to 1 hour,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0
368,368,Mousinho da Silveira,Female,18,Urban,>3,Together,5-9th grade,Secondary education,at_home,services,course,father,15 to 30 min,<2 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10
369,369,Mousinho da Silveira,Female,18,Rural,>3,Together,Higher education,Higher education,other,teacher,other,father,30 min. to 1 hour,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11
370,370,Mousinho da Silveira,Female,19,Urban,<=3,Together,Secondary education,5-9th grade,services,services,home,other,15 to 30 min,2 to 5 hours,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9
371,371,Mousinho da Silveira,Male,18,Rural,<=3,Together,Primary (4th grade),5-9th grade,at_home,services,other,father,30 min. to 1 hour,<2 hours,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12
372,372,Mousinho da Silveira,Female,17,Urban,>3,Together,5-9th grade,5-9th grade,other,at_home,home,mother,<=15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11
